Time: 2023-12-04 14:05:26, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:22:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:22:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:22:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:22:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:22:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:22:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:23:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:23:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:23:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:23:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:23:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:23:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:23:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:23:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:23:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:23:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:24:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:24:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:24:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:24:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:24:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:24:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:24:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:24:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:24:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:24:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:25:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:25:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:25:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:25:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:25:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:25:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:25:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:25:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:25:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:25:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:26:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:26:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:26:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:26:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:26:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:26:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:26:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:26:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:26:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:26:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:27:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:27:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:27:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:27:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:27:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:27:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:27:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:27:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:27:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:27:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:28:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:28:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:28:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:28:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:28:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:28:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:28:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:28:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:28:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:28:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:29:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:29:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:29:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:29:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:29:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:29:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:29:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:29:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:29:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:29:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:30:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:30:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:30:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:30:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:30:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:30:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:30:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:30:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:30:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:30:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:31:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:31:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:31:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:31:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:31:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:31:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:31:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:31:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:31:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:31:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:32:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:32:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:32:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:32:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:32:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:32:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:32:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:32:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:32:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:32:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:33:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:33:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:33:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:33:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:33:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:33:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:33:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:33:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:33:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:33:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:34:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:34:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:34:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:34:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:34:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:34:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:34:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:34:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:34:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:34:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:35:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:35:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:35:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:35:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:35:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:35:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:35:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:35:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:35:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:35:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:36:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:36:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:36:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:36:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:36:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:36:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:36:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:36:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:36:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:36:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:37:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:37:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:37:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:37:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:37:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:37:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:37:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:37:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:37:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:37:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:38:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:38:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:38:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:38:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:38:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:38:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:38:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:38:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:38:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:38:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:39:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:39:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:39:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:39:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:39:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:39:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:39:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:39:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:39:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:39:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:40:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:40:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:40:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:40:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:40:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:40:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:40:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:40:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:40:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:40:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:41:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:41:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:41:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:41:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:41:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:41:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:41:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:41:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:41:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:41:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:42:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:42:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:42:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:42:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:42:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:42:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:42:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:42:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:42:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:42:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:43:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:43:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:43:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:43:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:43:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:43:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:43:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:43:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:43:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:43:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:44:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:44:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:44:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:44:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:44:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:44:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:44:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:44:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:44:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:44:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:45:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:45:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:45:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:45:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:45:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:45:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:45:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:45:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:45:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:45:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:46:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:46:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:46:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:46:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:46:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:46:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:46:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:46:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:46:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:46:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:47:25, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 15:47:25, Drone ID: 2, Battery Level: 85%
Time: 2023-12-04 15:47:25, Drone ID: 3, Battery Level: 86%
Time: 2023-12-04 15:47:26, Drone ID: 4, Battery Level: 56%
Time: 2023-12-04 15:47:26, Drone ID: 5, Battery Level: 56%
Time: 2023-12-04 15:47:26, Drone ID: 6, Battery Level: 28%
Time: 2023-12-04 15:47:26, Drone ID: 7, Battery Level: 53%
Time: 2023-12-04 15:47:26, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 15:47:26, Drone ID: 9, Battery Level: 38%
Time: 2023-12-04 15:47:26, Drone ID: 10, Battery Level: 81%
Time: 2023-12-04 15:51:39, Drone ID: 1, Battery Level: 56%
Time: 2023-12-04 15:51:39, Drone ID: 2, Battery Level: 80%
Time: 2023-12-04 15:51:39, Drone ID: 3, Battery Level: 83%
Time: 2023-12-04 15:51:39, Drone ID: 4, Battery Level: 32%
Time: 2023-12-04 15:51:39, Drone ID: 5, Battery Level: 85%
Time: 2023-12-04 15:51:39, Drone ID: 6, Battery Level: 53%
Time: 2023-12-04 15:51:39, Drone ID: 7, Battery Level: 26%
Time: 2023-12-04 15:51:39, Drone ID: 8, Battery Level: 45%
Time: 2023-12-04 15:51:39, Drone ID: 9, Battery Level: 58%
Time: 2023-12-04 15:51:40, Drone ID: 10, Battery Level: 43%
Time: 2023-12-04 15:52:39, Drone ID: 1, Battery Level: 56%
Time: 2023-12-04 15:52:39, Drone ID: 2, Battery Level: 80%
Time: 2023-12-04 15:52:39, Drone ID: 3, Battery Level: 83%
Time: 2023-12-04 15:52:39, Drone ID: 4, Battery Level: 32%
Time: 2023-12-04 15:52:39, Drone ID: 5, Battery Level: 85%
Time: 2023-12-04 15:52:39, Drone ID: 6, Battery Level: 53%
Time: 2023-12-04 15:52:39, Drone ID: 7, Battery Level: 26%
Time: 2023-12-04 15:52:39, Drone ID: 8, Battery Level: 45%
Time: 2023-12-04 15:52:39, Drone ID: 9, Battery Level: 58%
Time: 2023-12-04 15:52:39, Drone ID: 10, Battery Level: 43%
Time: 2023-12-04 15:53:39, Drone ID: 1, Battery Level: 56%
Time: 2023-12-04 15:53:39, Drone ID: 2, Battery Level: 80%
Time: 2023-12-04 15:53:39, Drone ID: 3, Battery Level: 83%
Time: 2023-12-04 15:53:39, Drone ID: 4, Battery Level: 32%
Time: 2023-12-04 15:53:39, Drone ID: 5, Battery Level: 85%
Time: 2023-12-04 15:53:39, Drone ID: 6, Battery Level: 53%
Time: 2023-12-04 15:53:39, Drone ID: 7, Battery Level: 26%
Time: 2023-12-04 15:53:39, Drone ID: 8, Battery Level: 45%
Time: 2023-12-04 15:53:39, Drone ID: 9, Battery Level: 58%
Time: 2023-12-04 15:53:39, Drone ID: 10, Battery Level: 43%
Time: 2023-12-04 15:53:39, Drone ID: 21, Battery Level: 99%
Time: 2023-12-04 15:54:39, Drone ID: 1, Battery Level: 56%
Time: 2023-12-04 15:54:39, Drone ID: 2, Battery Level: 80%
Time: 2023-12-04 15:54:39, Drone ID: 3, Battery Level: 83%
Time: 2023-12-04 15:54:39, Drone ID: 4, Battery Level: 32%
Time: 2023-12-04 15:54:39, Drone ID: 5, Battery Level: 85%
Time: 2023-12-04 15:54:39, Drone ID: 6, Battery Level: 53%
Time: 2023-12-04 15:54:39, Drone ID: 7, Battery Level: 26%
Time: 2023-12-04 15:54:39, Drone ID: 8, Battery Level: 45%
Time: 2023-12-04 15:54:39, Drone ID: 9, Battery Level: 58%
Time: 2023-12-04 15:54:39, Drone ID: 10, Battery Level: 43%
Time: 2023-12-04 15:54:39, Drone ID: 21, Battery Level: 99%
Time: 2023-12-04 15:55:39, Drone ID: 1, Battery Level: 56%
Time: 2023-12-04 15:55:39, Drone ID: 2, Battery Level: 80%
Time: 2023-12-04 15:55:39, Drone ID: 3, Battery Level: 83%
Time: 2023-12-04 15:55:39, Drone ID: 4, Battery Level: 32%
Time: 2023-12-04 15:55:39, Drone ID: 5, Battery Level: 85%
Time: 2023-12-04 15:55:39, Drone ID: 6, Battery Level: 53%
Time: 2023-12-04 15:55:39, Drone ID: 7, Battery Level: 26%
Time: 2023-12-04 15:55:39, Drone ID: 8, Battery Level: 45%
Time: 2023-12-04 15:55:39, Drone ID: 9, Battery Level: 58%
Time: 2023-12-04 15:55:39, Drone ID: 10, Battery Level: 43%
Time: 2023-12-04 15:55:39, Drone ID: 21, Battery Level: 99%
Time: 2023-12-04 15:56:39, Drone ID: 1, Battery Level: 56%
Time: 2023-12-04 15:56:39, Drone ID: 2, Battery Level: 80%
Time: 2023-12-04 15:56:39, Drone ID: 3, Battery Level: 83%
Time: 2023-12-04 15:56:39, Drone ID: 4, Battery Level: 32%
Time: 2023-12-04 15:56:39, Drone ID: 5, Battery Level: 85%
Time: 2023-12-04 15:56:39, Drone ID: 6, Battery Level: 53%
Time: 2023-12-04 15:56:39, Drone ID: 7, Battery Level: 26%
Time: 2023-12-04 15:56:39, Drone ID: 8, Battery Level: 45%
Time: 2023-12-04 15:56:39, Drone ID: 9, Battery Level: 58%
Time: 2023-12-04 15:56:39, Drone ID: 10, Battery Level: 43%
Time: 2023-12-04 15:56:39, Drone ID: 21, Battery Level: 99%
Time: 2023-12-04 15:57:39, Drone ID: 1, Battery Level: 56%
Time: 2023-12-04 15:57:39, Drone ID: 2, Battery Level: 80%
Time: 2023-12-04 15:57:39, Drone ID: 3, Battery Level: 83%
Time: 2023-12-04 15:57:39, Drone ID: 4, Battery Level: 32%
Time: 2023-12-04 15:57:39, Drone ID: 5, Battery Level: 85%
Time: 2023-12-04 15:57:39, Drone ID: 6, Battery Level: 53%
Time: 2023-12-04 15:57:39, Drone ID: 7, Battery Level: 26%
Time: 2023-12-04 15:57:39, Drone ID: 8, Battery Level: 45%
Time: 2023-12-04 15:57:39, Drone ID: 9, Battery Level: 58%
Time: 2023-12-04 15:57:39, Drone ID: 10, Battery Level: 43%
Time: 2023-12-04 15:57:39, Drone ID: 21, Battery Level: 99%
Time: 2023-12-04 15:58:39, Drone ID: 1, Battery Level: 56%
Time: 2023-12-04 15:58:39, Drone ID: 2, Battery Level: 80%
Time: 2023-12-04 15:58:39, Drone ID: 3, Battery Level: 83%
Time: 2023-12-04 15:58:39, Drone ID: 4, Battery Level: 32%
Time: 2023-12-04 15:58:39, Drone ID: 5, Battery Level: 85%
Time: 2023-12-04 15:58:39, Drone ID: 6, Battery Level: 53%
Time: 2023-12-04 15:58:39, Drone ID: 7, Battery Level: 26%
Time: 2023-12-04 15:58:39, Drone ID: 8, Battery Level: 45%
Time: 2023-12-04 15:58:39, Drone ID: 9, Battery Level: 58%
Time: 2023-12-04 15:58:39, Drone ID: 10, Battery Level: 43%
Time: 2023-12-04 15:58:39, Drone ID: 21, Battery Level: 99%
Time: 2023-12-04 15:59:39, Drone ID: 1, Battery Level: 56%
Time: 2023-12-04 15:59:39, Drone ID: 2, Battery Level: 80%
Time: 2023-12-04 15:59:39, Drone ID: 3, Battery Level: 83%
Time: 2023-12-04 15:59:39, Drone ID: 4, Battery Level: 32%
Time: 2023-12-04 15:59:39, Drone ID: 5, Battery Level: 85%
Time: 2023-12-04 15:59:39, Drone ID: 6, Battery Level: 53%
Time: 2023-12-04 15:59:39, Drone ID: 7, Battery Level: 26%
Time: 2023-12-04 15:59:39, Drone ID: 8, Battery Level: 45%
Time: 2023-12-04 15:59:39, Drone ID: 9, Battery Level: 58%
Time: 2023-12-04 15:59:39, Drone ID: 10, Battery Level: 43%
Time: 2023-12-04 15:59:39, Drone ID: 21, Battery Level: 99%
Time: 2023-12-04 16:00:39, Drone ID: 1, Battery Level: 56%
Time: 2023-12-04 16:00:39, Drone ID: 2, Battery Level: 80%
Time: 2023-12-04 16:00:39, Drone ID: 3, Battery Level: 83%
Time: 2023-12-04 16:00:39, Drone ID: 4, Battery Level: 32%
Time: 2023-12-04 16:00:39, Drone ID: 5, Battery Level: 85%
Time: 2023-12-04 16:00:39, Drone ID: 6, Battery Level: 53%
Time: 2023-12-04 16:00:39, Drone ID: 7, Battery Level: 26%
Time: 2023-12-04 16:00:39, Drone ID: 8, Battery Level: 45%
Time: 2023-12-04 16:00:39, Drone ID: 9, Battery Level: 58%
Time: 2023-12-04 16:00:39, Drone ID: 10, Battery Level: 43%
Time: 2023-12-04 16:00:39, Drone ID: 21, Battery Level: 99%
Time: 2023-12-04 16:01:39, Drone ID: 1, Battery Level: 56%
Time: 2023-12-04 16:01:39, Drone ID: 2, Battery Level: 80%
Time: 2023-12-04 16:01:39, Drone ID: 3, Battery Level: 83%
Time: 2023-12-04 16:01:39, Drone ID: 4, Battery Level: 32%
Time: 2023-12-04 16:01:39, Drone ID: 5, Battery Level: 85%
Time: 2023-12-04 16:01:39, Drone ID: 6, Battery Level: 53%
Time: 2023-12-04 16:01:39, Drone ID: 7, Battery Level: 26%
Time: 2023-12-04 16:01:39, Drone ID: 8, Battery Level: 45%
Time: 2023-12-04 16:01:39, Drone ID: 9, Battery Level: 58%
Time: 2023-12-04 16:01:39, Drone ID: 10, Battery Level: 43%
Time: 2023-12-04 16:01:39, Drone ID: 21, Battery Level: 99%
Time: 2023-12-04 16:01:39, Drone ID: 22, Battery Level: 99%
Time: 2023-12-04 16:04:29, Drone ID: 1, Battery Level: 95%
Time: 2023-12-04 16:04:29, Drone ID: 2, Battery Level: 39%
Time: 2023-12-04 16:04:29, Drone ID: 3, Battery Level: 94%
Time: 2023-12-04 16:04:29, Drone ID: 4, Battery Level: 79%
Time: 2023-12-04 16:04:29, Drone ID: 5, Battery Level: 41%
Time: 2023-12-04 16:04:29, Drone ID: 6, Battery Level: 54%
Time: 2023-12-04 16:04:29, Drone ID: 7, Battery Level: 46%
Time: 2023-12-04 16:04:29, Drone ID: 8, Battery Level: 75%
Time: 2023-12-04 16:04:29, Drone ID: 9, Battery Level: 68%
Time: 2023-12-04 16:04:29, Drone ID: 10, Battery Level: 52%
Time: 2023-12-04 16:05:29, Drone ID: 1, Battery Level: 95%
